ONET.SOC.2010.Code	OPR.Job.Title	OPR.Field.Title	Prestige1989_GSS	Prestige2012_GSS	Prestige2016_OPR	NumEmployedK	MeanAnnualSal	MedianAnnualSal	Manual	MedSalK
43-9111.00	Statistical Assistant	OfficeAdminSupport	37.5	4.2	53.56	7.2	53900	50510	0	50.51
43-9111.01	Bioinformatics Technician	OfficeAdminSupport	32.35	NA	72.31	7.2	53900	50510	0	50.51
43-9199.00	Other - Office and Administrative Support Worker	OfficeAdminSupport	33.03	2.5	42.51	172.02	46620	43230	0	43.23
45-1011.00	Supervisor/Manager of Farming, Fishing, and Forestry Workers	FarmingFishingForestry	44.17	4.85	54.42	27.15	60790	57320	1	57.32
45-1011.06	Supervisor/Manager of Aquacultural Workers	FarmingFishingForestry	50.64	NA	52.08	27.15	60790	57320	1	57.32
45-1011.05	Supervisor/Manager of Logging Workers	FarmingFishingForestry	43.53	NA	47	27.15	60790	57320	1	57.32
45-1011.08	Supervisor/Manager of Animal Husbandry and Animal Care Workers	FarmingFishingForestry	50.64	NA	50.84	27.15	60790	57320	1	57.32
45-1011.07	Supervisor/Manager of Agricultural Crop and Horticultural Workers	FarmingFishingForestry	47.59	NA	51.91	27.15	60790	57320	1	57.32
45-2011.00	Agricultural Inspector	FarmingFishingForestry	49.45	4.75	52.86	12.66	52170	48010	1	48.01
45-2021.00	Animal Breeder	FarmingFishingForestry	40.39	4.3	43.69	1.36	53520	47540	1	47.54
45-2041.00	Grader and/or Sorter of Agricultural Products	FarmingFishingForestry	30.69	3.7	38.48	23.43	34880	34360	1	34.36
45-2091.00	Agricultural Equipment Operator	FarmingFishingForestry	32.84	3.23	42.58	28.91	41850	39690	1	39.69
45-2092.01	Nursery Worker	FarmingFishingForestry	25.83	NA	43.23	258.73	36140	34470	1	34.47
45-2092.00	Farmworker and/or Laborer (Crop, Nursery, and Greenhouse)	FarmingFishingForestry	23.28	NA	39.23	258.73	36140	34470	1	34.47
45-2092.02	Other - Horticulture Worker	FarmingFishingForestry	37.39	NA	42.66	258.73	36140	34470	1	34.47
45-2093.00	Farmworker and/or Laborer (Ranch and Farm Animals)	FarmingFishingForestry	23.28	NA	41.79	32.59	37060	35120	1	35.12
45-2099.00	Other - Agriculture Worker	FarmingFishingForestry	26.77	NA	34.45	6.04	45660	40620	1	40.62
45-4011.00	Forest and Conservation Worker	FarmingFishingForestry	38.54	4.4	52.6	5.75	36860	33940	1	33.94
45-4021.00	Faller	FarmingFishingForestry	31.1	3.4	37.74	4.8	61190	53170	1	53.17
45-4022.00	Logging Equipment Operator	FarmingFishingForestry	33.77	NA	35.11	23.72	49790	48240	1	48.24
45-4023.00	Log Grader and/or Scaler	FarmingFishingForestry	31.1	NA	37.83	3.64	47120	45600	1	45.6
45-4029.00	Other - Logging Worker	FarmingFishingForestry	31.1	NA	32.19	2.54	52950	52480	1	52.48
47-1011.03	Solar Energy Installation Manager	ConstructionExtraction	50.64	NA	55.35	777.42	81340	76760	1	76.76
47-1011.00	Supervisor/Manager of Construction and/or Extraction Workers	ConstructionExtraction	44.07	4.83	51.16	777.42	81340	76760	1	76.76
47-2011.00	Boilermaker	ConstructionExtraction	39.64	3.9	42.1	11.13	73840	71140	1	71.14
47-2021.00	Mason - Brick, Block, Stone, Tile and/or Marble	ConstructionExtraction	36.08	4.2	41.35	56.83	63430	59640	1	59.64
47-2022.00	Stone Cutter and/or Carver	MfgProduction	29.17	NA	42.88	9.79	56930	51830	1	51.83
47-2031.00	Carpenter	ConstructionExtraction	38.92	4.6	45.14	700.29	60970	56350	1	56.35
47-2031.02	Carpenter	ConstructionExtraction	38.92	NA	45.14	700.29	60970	56350	1	56.35
47-2031.01	Carpenter	ConstructionExtraction	38.92	NA	45.14	700.29	60970	56350	1	56.35
47-2041.00	Carpet Installer	ConstructionExtraction	34.38	3.6	28.5	15.56	52290	47520	1	47.52
47-2042.00	Floor Layer	ConstructionExtraction	35.67	NA	34.04	25.15	56680	48840	1	48.84
47-2043.00	Floor Sander and/or Finisher	ConstructionExtraction	35.67	NA	35.19	5.07	49910	47760	1	47.76
47-2044.00	Mason - Brick, Block, Stone, Tile and/or Marble	ConstructionExtraction	36.08	NA	41.35	42.42	53920	48910	1	48.91
47-2051.00	Cement Mason and/or Concrete Finisher	ConstructionExtraction	37.5	4.1	36.65	203.56	57410	50720	1	50.72
47-2053.00	Mason - Brick, Block, Stone, Tile and/or Marble	ConstructionExtraction	36.08	NA	41.35	1.46	54220	48900	1	48.9
47-2061.00	Construction Laborer	ConstructionExtraction	36.43	3.4	37.53	1019.09	49280	45300	1	45.3
47-2071.00	Paving, Surfacing, and/or Tamping Equipment Operator	ConstructionExtraction	33	3.7	35.61	43.08	55170	48980	1	48.98
47-2072.00	Pile-Driver Operator	ConstructionExtraction	29.86	3.9	40.28	3.01	70260	63550	1	63.55
47-2073.00	Other - Construction Equipment Operator	ConstructionExtraction	32.84	4.4	37.17	450.37	62180	56160	1	56.16
47-2081.00	Drywall and/or Ceiling Tile Installer	ConstructionExtraction	34.26	3.8	36.21	90.86	61480	55700	1	55.7
47-2082.00	Taper	ConstructionExtraction	36.43	NA	29.06	15.56	69300	63350	1	63.35
47-2111.00	Electrician	ConstructionExtraction	51.27	4.9	54.21	712.58	67810	61590	1	61.59
47-2121.00	Glazier	ConstructionExtraction	30.26	3.8	39.66	53.39	58320	51100	1	51.1
47-2131.00	Insulation Worker	ConstructionExtraction	32.59	3.7	33.06	38.51	52080	47540	1	47.54
47-2132.00	Insulation Worker	ConstructionExtraction	32.59	NA	33.06	22.85	60530	53920	1	53.92
47-2141.00	Painter and/or Paperhanger	ConstructionExtraction	31.14	3.9	26.96	215.91	52110	47700	1	47.7
47-2142.00	Painter and/or Paperhanger	ConstructionExtraction	31.14	3.5	26.96	1.83	54020	48460	1	48.46
47-2151.00	Pipelayer	ConstructionExtraction	44.75	4.5	40.22	34.84	52840	47330	1	47.33
47-2152.02	Plumber, Pipefitter, and/or Steamfitter	ConstructionExtraction	44.75	NA	40.92	436.16	67840	61550	1	61.55
47-2152.00	Plumber, Pipefitter, and/or Steamfitter	ConstructionExtraction	44.75	NA	40.92	436.16	67840	61550	1	61.55
47-2152.01	Plumber, Pipefitter, and/or Steamfitter	ConstructionExtraction	44.75	NA	40.92	436.16	67840	61550	1	61.55
47-2161.00	Mason - Brick, Block, Stone, Tile and/or Marble	ConstructionExtraction	36.08	3.3	41.35	22.31	59050	52640	1	52.64
47-2171.00	Reinforcing Iron and/or Rebar Worker	ConstructionExtraction	42.96	3.9	39.37	17.4	60290	54850	1	54.85
47-2181.00	Roofer	ConstructionExtraction	37.16	3.9	33.86	135.14	55840	50030	1	50.03
47-2211.00	Sheet Metal Worker	ConstructionExtraction	50.33	3.8	39.68	116.19	64270	58780	1	58.78
47-2221.00	Structural Iron and Steel Worker	ConstructionExtraction	42.96	4.8	44.03	63.78	68220	62760	1	62.76
47-2231.00	Solar Photovoltaic Installer	ConstructionExtraction	40.85	4.4	50.43	24.51	53140	48800	1	48.8
47-3011.00	Helper - Brickmasons, Blockmasons, Stonemasons, and/or Tile and Marble Setters	ConstructionExtraction	26.08	NA	37.42	16.46	45590	42470	1	42.47
47-3012.00	Helper - Carpenters	ConstructionExtraction	28.92	NA	34.56	21.77	40860	39380	1	39.38
47-3013.00	Helper - Electricians	ConstructionExtraction	40.6	NA	38.93	68.67	41240	38340	1	38.34
47-3014.00	Helper - Painters, Paperhangers, Plasterers, and/or Stucco Masons	ConstructionExtraction	29.5	NA	32.2	7.7	38750	37010	1	37.01
47-3015.00	Helper - Pipelayers, Plumbers, Pipefitters, and/or Steamfitters	ConstructionExtraction	35.49	NA	37.11	45.3	39460	37650	1	37.65
47-3016.00	Helper - Roofers	ConstructionExtraction	29.5	NA	30.3	4.54	42280	38620	1	38.62
47-3019.00	Other - Helper	ConstructionExtraction	39.53	3.3	32.07	27.25	43090	40220	1	40.22
47-4011.00	Construction and/or Building Inspector	ConstructionExtraction	46.85	4.9	58.33	133.64	72880	67700	1	67.7
47-4021.00	Elevator Installer and/or Repairer	ConstructionExtraction	39.02	4.3	40.01	23.99	100060	102420	1	102.42
47-4031.00	Fence Erector	ConstructionExtraction	35.67	3.3	28.42	21.47	46650	44410	1	44.41
47-4041.00	Hazardous Materials Removal Worker	ConstructionExtraction	39.53	4.8	43.29	49.96	53430	47280	1	47.28
47-4051.00	Highway Maintenance Worker	ConstructionExtraction	35.67	4.3	33.02	150.86	49070	47360	1	47.36
47-4061.00	Rail-Track Laying and/or Maintenance Equipment Operator	ConstructionExtraction	40.09	4.4	38.09	18.77	67330	67000	1	67
47-4071.00	Septic Tank Servicer and/or Sewer Pipe Cleaner	ConstructionExtraction	22.33	3.4	22.96	27.9	49590	46910	1	46.91
47-5011.00	Derrick Operator (Oil and Gas)	ConstructionExtraction	41.5	5.1	43.09	11.51	58330	58210	1	58.21
47-5012.00	Rotary Drill Operator	ConstructionExtraction	36.95	NA	47.58	12.18	67320	61770	1	61.77
47-5013.00	Other - Oil and Gas Worker	ConstructionExtraction	41.5	NA	42.7	46.15	59390	55750	1	55.75
53-7032.00	Excavating and Related Machinery Operator	TransportationMaterialMoving	37.73	4.2	38.78	32.63	55500	50050	1	50.05
47-5021.00	Earth Driller (except Oil and Gas)	ConstructionExtraction	39.82	4.25	48.04	18.01	60250	56660	1	56.66
47-5031.00	Explosives Worker, Ordnance Handling Expert, and/or Blaster	ConstructionExtraction	37.5	4.1	54.95	4.61	65600	61590	1	61.59
47-5021.00	Earth Driller (except Oil and Gas)	ConstructionExtraction	39.82	NA	48.04	4.61	65600	61590	1	61.59
47-5041.00	Mining Machine Operator	ConstructionExtraction	35.06	4.25	38.36	15.7	62110	61420	1	61.42
47-5061.00	Mining Machine Operator	ConstructionExtraction	35.06	4	38.36	1.96	68540	66660	1	66.66
53-7111.00	Shuttle Car Operator	TransportationMaterialMoving	24.89	3.6	31.57	5.16	63620	64070	1	64.07
53-7033.00	Excavating and Related Machinery Operator	TransportationMaterialMoving	37.73	NA	38.78	5.16	63620	64070	1	64.07
47-5042.00	Mining Machine Operator	ConstructionExtraction	35.06	NA	38.36	2.56	65290	68910	1	68.91
47-5049.00	Mining Machine Operator	ConstructionExtraction	35.06	NA	38.36	2.56	65290	68910	1	68.91
47-5051.00	Rock Splitter	ConstructionExtraction	36.43	NA	31.7	3.61	47830	46530	1	46.53
47-5071.00	Roustabout	ConstructionExtraction	36.43	4.6	40.65	43.83	47730	46340	1	46.34
47-5081.00	Helper - Extraction Workers	ConstructionExtraction	38.02	3.5	36.63	7.36	46990	45520	1	45.52
47-5099.00	Other - Extraction Worker	ConstructionExtraction	39.53	3.6	40.46	7.12	53050	49580	1	49.58
47-5049.00	Mining Machine Operator	ConstructionExtraction	35.06	NA	38.36	7.12	53050	49580	1	49.58
49-1011.00	Supervisor/Manager of Mechanics, Installers, and/or Repairers	InstallMntnceRepair	49.82	4.5	50.94	589.88	79020	75820	1	75.82
49-2011.00	Computer, Automated Teller, and/or Office Machine Repairer	InstallMntnceRepair	36.57	4.9	47.96	77.58	48290	45760	1	45.76
49-2021.01	Radio Mechanic	InstallMntnceRepair	38.88	NA	48.03	11.81	64360	61310	1	61.31
49-2021.00	Telecommunications Equipment Installer and/or Repairer	InstallMntnceRepair	36.38	4.05	43.76	11.81	64360	61310	1	61.31
49-2022.00	Telecommunications Equipment Installer and/or Repairer	InstallMntnceRepair	36.38	NA	43.76	159.67	64010	61270	1	61.27
49-2091.00	Avionics Technician	InstallMntnceRepair	40.85	5.7	65.61	21.28	77080	77420	1	77.42
49-2092.00	Electric Motor, Power Tool, and/or Related Repairer	InstallMntnceRepair	38.53	4.2	44.67	16.01	52550	49230	1	49.23
49-2093.00	Electrical and Electronics Installer and/or Repairer	InstallMntnceRepair	38.88	5.5	52.01	7.92	76380	79160	1	79.16
49-2094.00	Electrical and Electronics Installer and/or Repairer	InstallMntnceRepair	38.88	4	52.01	58.32	69810	66680	1	66.68
49-2095.00	Electrical and Electronics Installer and/or Repairer	InstallMntnceRepair	38.88	NA	52.01	24.79	92840	96600	1	96.6
49-2096.00	Electrical and Electronics Installer and/or Repairer	InstallMntnceRepair	38.88	3.5	52.01	8.9	47570	45570	1	45.57
49-2097.00	Home Entertainment Equipment Installer and/or Repairer	InstallMntnceRepair	31.55	4	39.94	24.72	52720	48380	1	48.38
49-2098.00	Security and/or Fire Alarm Systems Installer	InstallMntnceRepair	31.55	4.3	41.82	83.54	57400	56430	1	56.43
49-3011.00	Aircraft Mechanic and/or Service Technician	InstallMntnceRepair	52.86	5.5	60.26	137.63	76260	75020	1	75.02
49-3021.00	Automotive Mechanic and/or Service Technician	InstallMntnceRepair	39.64	4.3	41.17	151.91	55220	48740	1	48.74
49-3022.00	Automotive Mechanic and/or Service Technician	InstallMntnceRepair	39.64	3.1	41.17	16.89	46010	45320	1	45.32
49-3023.00	Automotive Mechanic and/or Service Technician	InstallMntnceRepair	39.64	4.63	41.17	676.57	51940	47770	1	47.77
49-3023.02	Automotive Mechanic and/or Service Technician	InstallMntnceRepair	39.64	NA	41.17	676.57	51940	47770	1	47.77
49-3023.01	Automotive Mechanic and/or Service Technician	InstallMntnceRepair	39.64	NA	41.17	676.57	51940	47770	1	47.77
49-3031.00	Bus and Truck Mechanic and/or Diesel Engine Specialist	InstallMntnceRepair	43.64	4.4	44.61	285.03	59920	58970	1	58.97
49-3041.00	Farm Equipment Mechanic	InstallMntnceRepair	36.41	4.6	43.37	36.83	52120	49210	1	49.21
49-3042.00	Mobile Heavy Equipment Mechanic	InstallMntnceRepair	44.82	NA	48.07	177.28	64340	61900	1	61.9
49-3043.00	Rail Car Repairer	InstallMntnceRepair	31.55	NA	43.99	19.48	65690	65030	1	65.03
49-3051.00	Motorboat Mechanic	InstallMntnceRepair	31.55	3.8	45.59	23.23	52620	49990	1	49.99
49-3052.00	Motorcycle Mechanic	InstallMntnceRepair	31.55	NA	40.74	14.33	47960	46270	1	46.27
49-3053.00	Mechanic - Power Equipment and/or Small Engine	InstallMntnceRepair	27.75	NA	44.03	36.08	45180	44140	1	44.14
49-3091.00	Bicycle Repairer	InstallMntnceRepair	31.55	3.75	33.19	13.98	39360	38320	1	38.32
49-3092.00	Recreational Vehicle Service Technician	InstallMntnceRepair	40.85	NA	41.7	17.36	50690	47950	1	47.95
49-3093.00	Tire Repairer and/or Changer	InstallMntnceRepair	31.55	NA	29.29	101.52	37280	35790	1	35.79
49-9011.00	Mechanical Door Repairer	InstallMntnceRepair	31.55	4.2	32.97	27.8	51640	48650	1	48.65
49-9012.00	Control and Valve Installer and/or Repairer	InstallMntnceRepair	35.67	NA	40.51	47.78	72360	70100	1	70.1
49-9021.01	Heating, Air Conditioning, and Refrigeration Mechanic and/or Installer	InstallMntnceRepair	42	NA	41.99	397.45	59620	57300	1	57.3
49-9021.02	Refrigeration Mechanic and/or Installer	InstallMntnceRepair	42	NA	29.85	397.45	59620	57300	1	57.3
49-9021.00	Heating, Air Conditioning, and Refrigeration Mechanic and/or Installer	InstallMntnceRepair	42	4.6	41.99	397.45	59620	57300	1	57.3
49-9031.00	Home Appliance Repairer	InstallMntnceRepair	37.61	3.9	39.06	29.95	50640	47170	1	47.17
49-9041.00	Industrial Machinery Mechanic	InstallMntnceRepair	29.51	4.05	48.34	412.65	63690	61420	1	61.42
49-9043.00	Machinery Maintenance Worker	InstallMntnceRepair	25.88	3.4	36.56	58.04	58500	57350	1	57.35
49-9044.00	Millwright	InstallMntnceRepair	42.75	3.7	43.13	37.93	64310	62980	1	62.98
49-9045.00	Refractory Materials Repairer	InstallMntnceRepair	31.55	NA	41.61	0.54	49900	48410	1	48.41
49-9051.00	Electrical Power-Line Installers and Repairers	InstallMntnceRepair	38.53	4.75	48.15	120.17	85900	85420	1	85.42
49-9052.00	Electrical Power-Line Installers and Repairers	InstallMntnceRepair	38.53	3.6	48.15	98.95	69040	64640	1	64.64
49-9061.00	Camera and/or Photographic Equipment Repairer	InstallMntnceRepair	35.49	3.75	43.53	2.54	58870	46850	1	46.85
49-9062.00	Medical Equipment Repairer	InstallMntnceRepair	31.55	NA	54.58	64.4	64140	60670	1	60.67
49-9063.00	Musical Instrument Repairer and/or Tuner	InstallMntnceRepair	35.49	NA	45.4	6.17	46250	42800	1	42.8
49-9064.00	Watch Repairer	InstallMntnceRepair	35.49	NA	46.5	1.88	56140	58140	1	58.14
49-9069.00	Precision Instrument and Equipment Repairer	InstallMntnceRepair	31.55	NA	50.81	10.33	65710	62040	1	62.04
49-9071.00	Maintenance and Repair Worker - General	InstallMntnceRepair	43.53	4.5	38.01	1503.15	49650	46700	1	46.7
49-9081.00	Wind Turbine Service Technician	InstallMntnceRepair	40.85	4.9	53.7	9.8	65380	61770	1	61.77
49-9091.00	Coin, Vending, and/or Amusement Machine Servicer and/or Repairer	InstallMntnceRepair	31.55	3.25	31.6	36.1	45840	44980	1	44.98
49-9092.00	Commercial Diver	InstallMntnceRepair	35.67	5	51.48	2.79	75570	61300	1	61.3
49-9094.00	Locksmith and/or Safe Repairer	InstallMntnceRepair	39.17	3.55	42.43	14.79	52130	48380	1	48.38
49-9095.00	Manufactured Building and Mobile Home Installer	InstallMntnceRepair	31.55	4	38.09	2.91	39820	38980	1	38.98
49-9096.00	Rigger	InstallMntnceRepair	42.34	4.5	39.08	23.87	62020	56220	1	56.22
49-9097.00	Signal and Track Switch Repairer	InstallMntnceRepair	31.55	4.9	46.53	9.2	81810	82710	1	82.71
49-9098.00	Helper - Installation, Maintenance and/or Repair Workers	InstallMntnceRepair	33.38	3.4	36.63	101.89	38720	36710	1	36.71
49-9099.01	Geothermal Technician	InstallMntnceRepair	40.85	NA	65.44	175.86	50480	46500	1	46.5
49-9099.00	Other - Installation, Maintenance, and Repair Worker	InstallMntnceRepair	43.53	NA	38.64	175.86	50480	46500	1	46.5
49-9093.00	Fabric Mender	InstallMntnceRepair	31.55	NA	32.09	175.86	50480	46500	1	46.5
51-1011.00	Supervisor/Manager of Production Workers	MfgProduction	47.07	5	54.73	671.16	71730	65930	1	65.93
51-2011.00	Aircraft Production Worker	MfgProduction	30	4.6	46.42	29.81	62860	61240	1	61.24
51-2021.00	Coil Winder, Taper, and/or Finisher	MfgProduction	30.41	3.4	38.41	11.9	46020	44890	1	44.89
51-2031.00	Engine and/or Other Machine Assembler	MfgProduction	43.53	3.9	46.34	47.96	53470	50270	1	50.27
51-2041.00	Structural Metal Fabricator and Fitter	MfgProduction	42.96	3.8	44.8	57.81	50640	48480	1	48.48
51-2091.00	Fiberglass Laminator and/or Fabricator	MfgProduction	29.17	3.9	39.07	20.38	43920	40200	1	40.2
51-2093.00	Timing Device Assembler, Adjuster, and/or Calibrator	MfgProduction	39.64	NA	48.4	0.4	52840	48840	1	48.84
51-3011.00	Baker and/or Bakery Production Worker	MfgProduction	34.86	4.6	44.82	220.23	35550	34950	1	34.95
51-3021.00	Butcher and/or Meat Cutter	MfgProduction	34.66	3.37	34.34	136.33	39680	37650	1	37.65
51-3022.00	Meat, Poultry, and/or Fish Cutter and Trimmer	MfgProduction	34.66	NA	27.5	138.3	36840	36300	1	36.3
51-3023.00	Slaughterer and/or Meat Packer	MfgProduction	34.66	NA	21.57	71.31	38710	38160	1	38.16
51-3091.00	Food and Tobacco Roasting, Baking, and Drying Machine Operator and/or Tender	MfgProduction	22.73	2.9	33.53	19.57	42410	39850	1	39.85
51-3092.00	Food Batchmaker	MfgProduction	29.57	3.5	36.46	169.19	40890	38460	1	38.46
51-3093.00	Food Batchmaker	MfgProduction	29.57	2.85	36.46	29.73	39770	38550	1	38.55
51-3099.00	Food Batchmaker	MfgProduction	29.57	3.8	36.46	63.97	37630	36890	1	36.89
51-4021.00	Extruding, Forming, Pressing, and Compacting Machine Setter, Operator, and/or Tender	MfgProduction	32.09	4	43.6	63.37	45440	44390	1	44.39
51-4022.00	Forging Machine Setter, Operator, and/or Tender	MfgProduction	35.61	4.1	41	9.17	47350	46990	1	46.99
51-4023.00	Rolling Machine Setter, Operator, and/or Tender	MfgProduction	39.56	4	38.1	24.75	49290	47040	1	47.04
51-4031.00	Cutting, Slicing, Punching, and Press Machine Setter, Operator, and/or Tender	MfgProduction	33.61	4.2	38.97	179.23	44260	42400	1	42.4
51-4032.00	Drilling and Boring Machine Tool Setter, Operator, and/or Tender	MfgProduction	36.95	4.3	42.54	5.74	47490	44620	1	44.62
51-4033.00	Grinding, Lapping, Polishing, and Buffing Machine Tool Setter, Operator, and Tender	MfgProduction	22.75	3.35	39.61	75.26	44450	42610	1	42.61
51-4034.00	Lathe and Turning Machine Tool Setter, Operator, and/or Tender	MfgProduction	37.24	3.9	39.71	19.56	48850	47110	1	47.11
51-4035.00	Milling and Planing Machine Setter, Operator, and/or Tender	MfgProduction	32.03	3.8	40.35	13.99	50020	47200	1	47.2
51-4041.00	Machinist	MfgProduction	46.93	4.2	47.51	290.72	54600	50840	1	50.84
51-4051.00	Metal-Refining Furnace Operator and/or Tender	MfgProduction	40.26	3.7	42.48	20.87	54340	50250	1	50.25
51-4052.00	Pourer and/or Caster	MfgProduction	33.74	NA	36.19	5.46	50110	48690	1	48.69
51-4061.00	Model Maker	MfgProduction	38.66	4.1	44.7	2.84	64920	64190	1	64.19
51-4062.00	Patternmaker	MfgProduction	36.62	NA	42.75	2.15	54550	49670	1	49.67
51-4071.00	Foundry Mold and Coremaker	MfgProduction	33.74	4	39.15	11.78	45130	44300	1	44.3
51-4072.00	Other - Machine Tool Setter, Operator, and/or Tender	MfgProduction	32.84	NA	40.55	158.98	42060	38870	1	38.87
51-4081.00	Multiple Machine Tool Setter, Operator, and/or Tender	MfgProduction	32.84	4	43.38	127.79	43990	41600	1	41.6
51-4111.00	Tool and Die Maker	MfgProduction	42.93	4.1	44.27	58.15	62020	61490	1	61.49
51-4121.06	Welder, Cutter, Solderer, and/or Brazer	MfgProduction	41.89	NA	42.29	421.73	52640	48940	1	48.94
51-4121.07	Solderer and/or Brazer	MfgProduction	33.09	NA	39.17	421.73	52640	48940	1	48.94
51-4121.00	Welder, Cutter, Solderer, and/or Brazer	MfgProduction	41.89	4.05	42.29	421.73	52640	48940	1	48.94
51-4122.00	Welding, Soldering, and Brazing Machine Setter, Operator, and/or Tender	MfgProduction	33.09	NA	42.48	33.02	47120	45350	1	45.35
51-4191.00	Heat Treating Equipment Setter, Operator, and/or Tender	MfgProduction	39.93	4.3	42.42	14.95	46540	44240	1	44.24
51-4192.00	Lay-Out Worker	MfgProduction	29.52	4.2	39.43	6.66	60110	62270	1	62.27
51-4193.00	Plating and Coating Machine Setter, Operator, and/or Tender	MfgProduction	36.2	3.7	42	31.97	42550	39740	1	39.74
51-4194.00	Tool Grinder, Filer, and/or Sharpener	MfgProduction	25.87	3.35	37.52	6.66	48520	46410	1	46.41
51-4199.00	Other - Metal and/or Plastic Worker	MfgProduction	35.71	4.5	37.29	20.37	44780	41200	1	41.2
51-5111.00	Prepress Technician and/or Worker	MfgProduction	28.54	3.85	47.48	23.59	46540	45070	1	45.07
51-5112.00	Printing Machine Operator	MfgProduction	39.47	4	41.71	151.45	44450	41860	1	41.86
51-5113.00	Bookbinder and/or Publishing Production Worker	MfgProduction	31.58	3.6	44.64	38.88	40860	38100	1	38.1
51-6011.00	Laundry and/or Dry-Cleaning Worker	MfgProduction	31.85	3.15	22.17	185	31880	31050	1	31.05
51-6021.00	Presser	MfgProduction	28.54	3.6	31.63	28.7	32340	32240	1	32.24
51-6031.00	Sewer and/or Sewing Machine Operator	MfgProduction	27.5	3.6	29.28	116.13	35000	34440	1	34.44
51-6041.00	Shoe and Leather Worker and/or Repairer	MfgProduction	36.14	3.8	34.64	7.23	37030	36020	1	36.02
51-6042.00	Shoe Machine Operator and/or Tender	MfgProduction	32.57	3.5	32.49	4.63	36570	36970	1	36.97
51-6051.00	Tailor, Dressmaker, and/or Custom Sewer	MfgProduction	42.48	NA	45.15	3.39	33860	32240	1	32.24
51-6052.00	Tailor, Dressmaker, and/or Custom Sewer	MfgProduction	42.48	4.4	45.15	14.95	40190	36650	1	36.65
51-6061.00	Textile Machine Setter, Operator and/or Tender	MfgProduction	33.29	2.9	34.99	6.65	37570	35340	1	35.34
51-6062.00	Textile Machine Setter, Operator and/or Tender	MfgProduction	33.29	3.3	34.99	9.76	37040	36620	1	36.62
51-6063.00	Textile Machine Setter, Operator and/or Tender	MfgProduction	33.29	3.4	34.99	15.98	37880	37130	1	37.13
51-6064.00	Textile Machine Setter, Operator and/or Tender	MfgProduction	33.29	3	34.99	23.55	37100	35530	1	35.53
51-6091.00	Extruding, Forming, Pressing, and Compacting Machine Setter, Operator, and/or Tender	MfgProduction	32.09	3.8	43.6	14.52	45270	44030	1	44.03
51-6092.00	Fabric and/or Apparel Patternmaker	MfgProduction	27.59	4.3	39.66	2.67	66750	62510	1	62.51
51-6093.00	Upholsterer	MfgProduction	34.75	3.8	39.64	25.74	44820	42730	1	42.73
51-6099.00	Other - Textile, Apparel, and/or Furnishings Worker	MfgProduction	34.05	3.7	35.49	15.08	37430	35130	1	35.13
51-7011.00	Cabinetmaker and/or Bench Carpenter	MfgProduction	43.81	4.4	45.68	88.46	44620	43260	1	43.26
51-7021.00	Furniture Finisher	MfgProduction	38.94	3.9	43.73	14.38	42490	39790	1	39.79
51-7031.00	Woodworker	MfgProduction	36.31	4.1	44.71	0.59	52510	45040	1	45.04
51-7032.00	Woodworker	MfgProduction	36.31	NA	44.71	0.26	52330	48630	1	48.63
51-7041.00	Sawing Machine Setter, Operator, and/or Tender	MfgProduction	33.77	4	37.04	43.57	40120	38000	1	38
51-7042.00	Woodworking Machine Setter, Operator, and/or Tender	MfgProduction	22.18	3.7	40.7	61.25	40360	38260	1	38.26
51-7099.00	Woodworker	MfgProduction	36.31	3.9	44.71	7.83	39520	37760	1	37.76
51-8011.00	Nuclear Power Reactor Operator	MfgProduction	43.28	5.75	66.51	5.76	121240	120350	1	120.35
51-8012.00	Power Distributor and Dispatcher	MfgProduction	43.28	NA	51.71	9.04	105460	104750	1	104.75
51-8013.00	Power Plant Operator	MfgProduction	43.28	NA	57.63	31.49	91880	97010	1	97.01
51-8021.00	Stationary Engineer and/or Boiler Operator	MfgProduction	40.16	4.8	47.76	33.84	73170	67640	1	67.64
51-8031.00	Water and Liquid Waste Treatment Plant and/or System Operator	MfgProduction	38.49	4.2	46.76	120.71	58050	54890	1	54.89
51-8091.00	Chemical Plant and/or System Operator	MfgProduction	42.89	NA	57.81	17.98	79450	80030	1	80.03
51-8092.00	Gas Plant Operator	MfgProduction	42.89	NA	49.78	15.93	83020	82560	1	82.56
51-8093.00	Petroleum Pump System Operator, Refinery Operator, and/or Gauger	MfgProduction	42.89	4.9	44.91	33.36	88120	94580	1	94.58
51-8099.03	Biomass Plant Technician	MfgProduction	42.89	NA	57.78	15.37	59890	56940	1	56.94
51-8099.00	Other - Plant and System Operator	MfgProduction	42.89	NA	49.11	15.37	59890	56940	1	56.94
51-8099.04	Hydroelectric Plant Technician	MfgProduction	40.85	NA	58.04	15.37	59890	56940	1	56.94
51-8099.01	Biofuels Processing Technician	MfgProduction	40.85	NA	57.15	15.37	59890	56940	1	56.94
51-8099.02	Methane/Landfill Gas Generation System Technician	MfgProduction	40.85	NA	49.63	15.37	59890	56940	1	56.94
51-9011.00	Chemical Equipment Operator and/or Tender	MfgProduction	32.84	3.55	55.26	120.26	57350	51720	1	51.72
51-9012.00	Separating, Filtering, Precipitating, and Still Machine Setter, Operator, and/or Tender	MfgProduction	29.71	NA	42.71	53.17	51960	48120	1	48.12
51-9021.00	Crushing, Grinding, and Polishing Machine Setter, Operator, and/or Tenders	MfgProduction	30.57	3.2	34.23	26.21	46390	44510	1	44.51
