Global.North.South	AI.Improve.Healthcare
6281	Global North	Much
6282	Global North	Medium
6283	Global North	Medium
6284	Global North	Much
6285	Global North	Medium
6286	Global North	Medium
6287	Global North	Medium
6288	Global North	Much
6290	Global North	Medium
6291	Global North	Much
6292	Global North	Medium
6293	Global North	Much
6294	Global North	Much
6295	Global North	Much
6296	Global North	Medium
6297	Global North	Much
6298	Global North	Little
6299	Global North	Very much
6300	Global North	Much
6301	Global North	Much
6302	Global North	Much
6303	Global North	Medium
6304	Global North	Medium
6305	Global North	Little
6306	Global North	Medium
6307	Global North	Medium
6308	Global North	Medium
6309	Global North	Much
6310	Global North	Medium
6311	Global North	Much
6312	Global North	Much
6313	Global North	Much
6314	Global North	Much
6315	Global North	Medium
6316	Global North	Medium
6317	Global North	Much
6318	Global North	Much
6319	Global North	Much
6320	Global North	Little
6321	Global North	Medium
6322	Global North	Medium
6323	Global North	Much
6324	Global North	Medium
6325	Global North	Little
6326	Global North	Medium
6327	Global North	Much
6328	Global North	Little
6329	Global North	Medium
6330	Global North	Medium
6331	Global North	Medium
6332	Global North	Medium
6333	Global North	Much
6334	Global North	Medium
6335	Global North	Much
6336	Global North	Very much
6337	Global North	Much
6338	Global North	Medium
6339	Global North	Much
6340	Global North	Little
6341	Global North	Much
6342	Global North	Much
6343	Global North	Medium
6344	Global North	Medium
6345	Global North	Medium
6346	Global North	Medium
6347	Global North	Medium
6348	Global North	Much
6349	Global North	Much
6350	Global North	Medium
6351	Global North	Medium
6352	Global North	Very little
6353	Global North	Much
6354	Global North	Much
6355	Global North	Medium
6356	Global North	Medium
6357	Global North	Medium
6358	Global North	Medium
6359	Global North	Medium
6360	Global North	Medium
6361	Global North	Much
6362	Global North	Medium
6363	Global North	Medium
6364	Global North	Medium
6365	Global North	Very little
6366	Global North	Medium
6367	Global North	Medium
6368	Global North	Very little
6369	Global North	Medium
6370	Global North	Much
6371	Global North	Medium
6372	Global North	Medium
6373	Global North	Much
6374	Global North	Medium
6375	Global North	Medium
6376	Global North	Medium
6377	Global North	Medium
6378	Global North	Medium
6379	Global North	Very much
6380	Global North	Medium
6381	Global North	Much
6382	Global North	Medium
6383	Global North	Much
6384	Global North	Medium
6385	Global North	Very much
6386	Global North	Very much
6387	Global North	Medium
6388	Global North	Medium
6389	Global North	Medium
6390	Global North	Much
6391	Global North	Medium
6392	Global North	Much
6393	Global North	Medium
6394	Global North	Very much
6395	Global North	Medium
6396	Global North	Very much
6397	Global North	Very little
6398	Global North	Medium
6399	Global North	Much
6400	Global North	Much
6401	Global North	Medium
6402	Global North	Much
6403	Global North	Medium
6404	Global North	Little
6405	Global North	Medium
6406	Global North	Much
6407	Global North	Medium
6408	Global North	Medium
6409	Global North	Little
6410	Global North	Little
6411	Global North	Very much
6412	Global North	Medium
6413	Global North	Much
6414	Global North	Much
6415	Global North	Medium
6416	Global North	Little
6417	Global North	Much
6418	Global North	Medium
6419	Global North	Very little
6420	Global North	Much
6421	Global North	Much
6422	Global North	Medium
6423	Global North	Much
6424	Global North	Little
6425	Global North	Much
6426	Global North	Much
6427	Global North	Medium
6428	Global North	Much
6429	Global North	Very much
6430	Global North	Medium
6431	Global North	Medium
6432	Global North	Medium
6433	Global North	Much
6434	Global North	Medium
6435	Global North	Medium
6436	Global North	Little
6437	Global North	Medium
6438	Global North	Medium
6439	Global North	Very much
6440	Global North	Medium
6441	Global North	Much
6442	Global North	Much
6443	Global North	Much
6444	Global North	Much
6445	Global North	Much
6446	Global North	Much
6447	Global North	Medium
6448	Global North	Much
6449	Global North	Medium
6450	Global North	Little
6451	Global North	Very little
6452	Global North	Much
6453	Global North	Little
6454	Global North	Medium
6455	Global North	Very little
6456	Global North	Medium
6457	Global North	Very much
6458	Global North	Much
6459	Global North	Medium
6460	Global North	Very much
6461	Global North	Medium
6462	Global North	Little
6463	Global North	Very much
6464	Global North	Very much
6465	Global North	Medium
6466	Global North	Very much
6467	Global North	Very much
6468	Global North	Medium
6469	Global North	Much
6470	Global North	Much
6471	Global North	Medium
6472	Global North	Medium
6473	Global North	Medium
6474	Global North	Much
6475	Global North	Much
6476	Global North	Much
6477	Global North	Medium
6478	Global North	Medium
6479	Global North	Very much
6480	Global North	Little
6481	Global North	Much
6482	Global North	Medium
6483	Global North	Medium
6484	Global North	Much
6485	Global North	Much
6486	Global North	Very much
6487	Global North	Medium
6488	Global North	Medium
6489	Global North	Medium
6490	Global North	Much
6491	Global North	Much
6492	Global North	Very much
6493	Global North	Much
6494	Global North	Much
6495	Global North	Medium
6496	Global North	Medium
6497	Global North	Medium
6498	Global North	Very much
6499	Global North	Medium
6500	Global North	Little
6501	Global North	Medium
6502	Global North	Much
6503	Global North	Much
6504	Global North	Medium
6505	Global North	Much
6506	Global North	Medium
6507	Global North	Medium
6508	Global North	Medium
6509	Global North	Much
6510	Global North	Medium
6511	Global North	Much
6512	Global North	Much
6513	Global North	Very little
6514	Global North	Medium
6515	Global North	Medium
6516	Global North	Much
6517	Global North	Medium
6518	Global North	Much
6519	Global North	Medium
6520	Global North	Very much
6521	Global North	Medium
6522	Global North	Much
6523	Global North	Little
6524	Global North	Medium
6525	Global North	Medium
6526	Global North	Very much
6527	Global North	Much
6528	Global North	Much
6529	Global North	Medium
6530	Global North	Much
6531	Global North	Medium
6532	Global North	Very much
6533	Global North	Much
6534	Global North	Much
6535	Global North	Medium
6536	Global North	Medium
6537	Global North	Much
6538	Global North	Medium
6539	Global North	Much
6540	Global North	Very much
6541	Global North	Medium
6542	Global North	Medium
6543	Global North	Much
6544	Global North	Much
6545	Global North	Very much
6546	Global North	Much
6547	Global North	Little
6548	Global North	Very much
6549	Global North	Very much
6550	Global North	Little
6551	Global North	Medium
6552	Global North	Medium
6553	Global North	Much
6554	Global North	Much
6555	Global North	Medium
6556	Global North	Much
6557	Global North	Much
6558	Global North	Much
6559	Global North	Much
6560	Global North	Medium
6561	Global North	Little
6562	Global North	Medium
6563	Global North	Much
6564	Global North	Medium
6565	Global North	Much
6566	Global North	Medium
6567	Global North	Very much
6568	Global North	Medium
6569	Global North	Very much
6570	Global North	Medium
6571	Global North	Much
6572	Global North	Much
6573	Global North	Medium
6574	Global North	Medium
6575	Global North	Medium
6576	Global North	Medium
6577	Global North	Medium
6578	Global North	Very much
6579	Global North	Very much
6580	Global North	Much
6581	Global North	Medium
6582	Global North	Very little
6583	Global North	Very little
6584	Global North	Much
6585	Global North	Little
6586	Global North	Very much
6587	Global North	Little
6588	Global North	Medium
6589	Global North	Much
6590	Global North	Very much
6591	Global North	Medium
6592	Global North	Medium
6594	Global South	Little
6595	Global South	Little
6596	Global South	Much
6597	Global South	Very little
6599	Global South	Little
6600	Global South	Very little
6602	Global South	Medium
6603	Global South	Little
6604	Global South	Little
6606	Global South	Little
6607	Global South	Little
6609	Global South	Little
6610	Global South	Medium
6611	Global South	Little
6612	Global South	Very little
6613	Global South	Little
6614	Global South	Little
6615	Global South	Little
6616	Global South	Little
6617	Global South	Little
6618	Global South	Little
6619	Global South	Little
6620	Global South	Little
6621	Global South	Little
6622	Global South	Little
6623	Global South	Little
6624	Global South	Little
6625	Global South	Very little
6626	Global South	Little
6627	Global South	Little
6630	Global South	Little
6631	Global South	Little
6633	Global South	Little
6634	Global South	Very little
6635	Global South	Medium
6636	Global South	Medium
6637	Global South	Little
6638	Global South	Little
6639	Global South	Very little
6640	Global South	Little
6641	Global South	Very little
6642	Global South	Very little
6644	Global South	Little
6645	Global South	Little
6646	Global South	Little
6647	Global South	Little
6648	Global South	Little
6649	Global South	Very little
6652	Global South	Medium
6653	Global South	Little
6654	Global South	Medium
6655	Global South	Little
6656	Global South	Little
6658	Global South	Medium
6659	Global South	Little
6661	Global South	Medium
6662	Global South	Very little
6664	Global South	Little
6667	Global South	Very little
6668	Global South	Very little
6669	Global South	Very little
6670	Global South	Little
6671	Global South	Little
6672	Global South	Little
6674	Global South	Little
6677	Global South	Very little
6678	Global South	Little
6679	Global South	Little
6680	Global South	Very little
6681	Global South	Little
6682	Global South	Medium
6683	Global South	Little
6684	Global South	Medium
6685	Global South	Little
6686	Global South	Little
6687	Global South	Little
6689	Global South	Little
6691	Global South	Little
6693	Global South	Little
6694	Global South	Very little
6695	Global South	Medium
6696	Global South	Very little
6697	Global South	Medium
6698	Global South	Little
6699	Global South	Little
6701	Global South	Little
6702	Global South	Little
6703	Global South	Little
6704	Global South	Medium
6707	Global South	Medium
6708	Global South	Little
6709	Global South	Little
6710	Global South	Little
6712	Global South	Little
6713	Global South	Little
6714	Global South	Little
6715	Global South	Little
6716	Global South	Very little
6717	Global North	Little
6718	Global North	Medium
6719	Global North	Little
6720	Global North	Medium
6721	Global North	Medium
6722	Global North	Much
6723	Global North	Medium
6724	Global North	Medium
6725	Global North	Much
6726	Global North	Medium
6727	Global North	Medium
6728	Global North	Little
6729	Global North	Much
6730	Global North	Much
6731	Global North	Medium
6732	Global North	Medium
6733	Global North	Medium
6734	Global North	Little
6735	Global North	Medium
6736	Global North	Very much
6737	Global North	Much
6738	Global North	Medium
6739	Global North	Medium
6740	Global North	Medium
6741	Global North	Medium
6742	Global North	Medium
6743	Global North	Medium
6744	Global North	Medium
6745	Global North	Little
6746	Global North	Little
6747	Global North	Medium
6748	Global North	Medium
6749	Global North	Medium
6750	Global North	Medium
6751	Global North	Very little
6752	Global North	Little
6753	Global North	Little
6754	Global North	Medium
6755	Global North	Medium
6756	Global North	Little
6757	Global North	Medium
6758	Global North	Medium
6759	Global North	Very much
6760	Global North	Medium
6761	Global North	Much
6762	Global North	Very much
6763	Global North	Medium
6764	Global North	Medium
6765	Global North	Very little
6766	Global North	Medium
6767	Global North	Medium
6768	Global North	Little
6769	Global North	Little
6770	Global North	Medium
6771	Global North	Little
6772	Global North	Medium
6773	Global North	Much
6774	Global North	Medium
6775	Global North	Much
6776	Global North	Medium
6777	Global North	Much
6778	Global North	Medium
6779	Global North	Very much
6780	Global North	Medium
6781	Global North	Medium
6782	Global North	Medium
6783	Global North	Very much
6784	Global North	Much
6785	Global North	Medium
6786	Global North	Medium
6787	Global North	Medium
6788	Global North	Medium
6789	Global North	Little
6790	Global North	Medium
6791	Global North	Little
6792	Global North	Very little
6793	Global North	Medium
6794	Global North	Very much
6795	Global North	Medium
6796	Global North	Medium
6797	Global North	Much
6798	Global North	Little
6799	Global North	Medium
6800	Global North	Little
6801	Global North	Little
6802	Global North	Medium
6803	Global North	Medium
6804	Global North	Medium
6805	Global North	Medium
6806	Global North	Medium
6807	Global North	Medium
6808	Global North	Little
6809	Global North	Medium
6810	Global North	Much
6811	Global North	Medium
6812	Global North	Medium
6813	Global North	Very much
6814	Global North	Medium
6815	Global North	Medium
6816	Global North	Medium
6817	Global North	Medium
6818	Global North	Medium
6819	Global North	Medium
6820	Global North	Medium
6821	Global North	Medium
6822	Global North	Medium
6823	Global North	Medium
6824	Global North	Medium
6825	Global North	Medium
6826	Global North	Medium
6827	Global North	Much
6828	Global North	Very much
6829	Global North	Very much
6830	Global North	Much
6831	Global North	Much
6832	Global North	Little
6833	Global North	Much
6834	Global North	Little
6835	Global North	Little
6836	Global North	Medium
6837	Global North	Medium
6838	Global North	Much
6839	Global North	Little
6840	Global North	Very much
6841	Global North	Medium
6842	Global North	Medium
6843	Global North	Much
6844	Global North	Medium
6845	Global North	Much
6846	Global North	Medium
6847	Global North	Much
6848	Global North	Little
6849	Global North	Medium
6850	Global North	Much
6851	Global North	Medium
6852	Global North	Very much
6853	Global North	Much
6854	Global North	Medium
6855	Global North	Little
6856	Global North	Little
6857	Global North	Medium
6858	Global North	Much
6859	Global North	Medium
6860	Global North	Much
6861	Global North	Very much
6862	Global North	Little
6863	Global North	Much
6864	Global North	Medium
6865	Global North	Much
6866	Global North	Much
6867	Global North	Medium
6868	Global North	Medium
6869	Global North	Very much
6870	Global North	Medium
6871	Global North	Medium
6872	Global North	Medium
6873	Global North	Medium
6874	Global North	Medium
6875	Global North	Much
6876	Global North	Medium
6877	Global North	Medium
6878	Global North	Medium
6879	Global North	Medium
6880	Global North	Medium
6881	Global North	Much
6882	Global North	Medium
6883	Global North	Little
6884	Global North	Very much
6885	Global North	Medium
6886	Global North	Very much
6887	Global North	Much
6888	Global North	Medium
6889	Global North	Very much
6890	Global North	Medium
6891	Global North	Little
6892	Global North	Medium
6893	Global North	Medium
6894	Global North	Much
6895	Global North	Very much
6896	Global North	Little
6897	Global North	Medium
6898	Global North	Medium
6899	Global North	Medium
6900	Global North	Medium
6901	Global North	Medium
6902	Global North	Much
6903	Global North	Medium
6904	Global North	Much
6905	Global North	Medium
6906	Global North	Medium
6907	Global North	Medium
6908	Global North	Medium
6909	Global North	Medium
6910	Global North	Medium
6911	Global North	Very much
6912	Global North	Very much
6913	Global North	Medium
6914	Global North	Much
6915	Global North	Medium
6916	Global North	Very little
6917	Global North	Medium
6918	Global North	Very much
6919	Global North	Very much
6920	Global North	Very little
6921	Global North	Much
6922	Global North	Little
6923	Global North	Medium
6924	Global North	Very much
6925	Global North	Much
6926	Global North	Much
6927	Global North	Medium
6928	Global North	Medium
6929	Global North	Much
6930	Global North	Much
6931	Global North	Very much
6932	Global North	Little
6933	Global North	Very little
6934	Global North	Medium
6935	Global North	Much
6936	Global North	Much
6937	Global North	Medium
6938	Global North	Medium
6939	Global North	Medium
6940	Global North	Medium
6941	Global North	Medium
6942	Global North	Much
6943	Global North	Much
6944	Global North	Medium
6945	Global North	Medium
6946	Global North	Much
6947	Global North	Medium
6948	Global North	Much
6949	Global North	Very much
6950	Global North	Much
6951	Global North	Medium
6952	Global North	Much
6953	Global North	Much
6954	Global North	Much
6955	Global North	Medium
6956	Global North	Much
6957	Global North	Much
6958	Global North	Medium
6959	Global North	Much
6960	Global North	Medium
6961	Global North	Little
6962	Global North	Medium
6963	Global North	Medium
6964	Global North	Medium
6965	Global North	Medium
6966	Global North	Much
6967	Global North	Medium
6968	Global North	Medium
6969	Global North	Medium
6970	Global North	Much
6971	Global North	Medium
6972	Global North	Medium
6973	Global North	Medium
6974	Global North	Medium
6975	Global North	Medium
6976	Global North	Very much
6977	Global North	Medium
6978	Global North	Medium
6979	Global North	Medium
6980	Global North	Much
6981	Global North	Much
6982	Global North	Little
6983	Global North	Very much
6984	Global North	Medium
6985	Global North	Medium
6986	Global North	Medium
6987	Global North	Medium
6988	Global North	Very much
6989	Global North	Medium
6990	Global North	Much
6991	Global North	Much
6992	Global North	Little
6993	Global North	Little
6994	Global North	Medium
6995	Global North	Medium
6996	Global North	Much
6997	Global North	Medium
6998	Global North	Medium
6999	Global North	Little
7000	Global North	Medium
7001	Global North	Medium
7002	Global North	Medium
7003	Global North	Medium
7004	Global North	Medium
7005	Global North	Little
7006	Global North	Little
7007	Global North	Much
7008	Global North	Much
7009	Global North	Much
7010	Global North	Medium
7011	Global North	Medium
7012	Global North	Much
7013	Global North	Little
7014	Global North	Much
7015	Global North	Medium
7016	Global North	Medium
7017	Global North	Much
7018	Global North	Medium
7019	Global North	Much
7020	Global North	Much
7021	Global North	Much
7022	Global North	Medium
7023	Global North	Much
7024	Global North	Much
7025	Global North	Much
7026	Global North	Medium
7027	Global North	Much
7028	Global North	Much
7029	Global North	Little
7030	Global North	Medium
7031	Global North	Medium
7032	Global North	Medium
7033	Global North	Medium
7034	Global North	Medium
7035	Global North	Very much
7036	Global North	Very much
7037	Global North	Medium
7038	Global North	Much
7039	Global North	Medium
7040	Global North	Medium
7041	Global North	Medium
7042	Global North	Medium
7043	Global North	Medium
7044	Global North	Little
7045	Global North	Very much
7046	Global North	Very much
7047	Global North	Medium
7048	Global North	Medium
7049	Global North	Little
7050	Global North	Much
7051	Global North	Medium
7052	Global North	Much
7053	Global North	Very much
7054	Global North	Medium
7055	Global North	Medium
7056	Global North	Medium
7057	Global North	Much
7058	Global North	Medium
7059	Global North	Medium
7060	Global North	Very much
7061	Global North	Very much
7062	Global North	Medium
7063	Global North	Medium
7064	Global North	Medium
7065	Global North	Medium
7066	Global North	Much
7067	Global North	Medium
7068	Global North	Very much
7069	Global North	Very little
7070	Global North	Medium
7071	Global North	Medium
7072	Global North	Much
7073	Global North	Medium
7074	Global North	Very much
7075	Global North	Medium
7076	Global North	Very much
7077	Global North	Very little
7078	Global North	Very much
7079	Global North	Medium
7080	Global North	Medium
7081	Global North	Much
7082	Global North	Much
7083	Global North	Much
7084	Global North	Very little
7085	Global North	Medium
7086	Global North	Medium
7087	Global North	Medium
7088	Global North	Medium
7089	Global North	Much
7090	Global North	Much
7091	Global North	Medium
7092	Global North	Much
7093	Global North	Much
7094	Global North	Medium
7095	Global North	Much
7096	Global North	Medium
7097	Global North	Medium
7098	Global North	Much
7099	Global North	Much
7100	Global North	Medium
7101	Global North	Much
7102	Global North	Very little
7103	Global North	Medium
7104	Global North	Medium
7105	Global North	Medium
7106	Global North	Medium
7107	Global North	Much
7108	Global North	Medium
7109	Global North	Medium
7110	Global North	Much
7111	Global North	Much
7112	Global North	Medium
7113	Global North	Medium
7114	Global North	Medium
7115	Global North	Much
7116	Global North	Medium
7117	Global North	Medium
7118	Global North	Very much
7119	Global North	Medium
7120	Global North	Much
7121	Global North	Medium
7122	Global North	Medium
7123	Global North	Medium
7124	Global North	Medium
7125	Global North	Much
7126	Global North	Medium
7127	Global North	Medium
7128	Global North	Very much
7129	Global North	Much
7130	Global North	Much
7131	Global North	Medium
7132	Global North	Much
7133	Global North	Medium
7134	Global North	Very much
7135	Global North	Medium
7136	Global North	Very much
7137	Global North	Medium
7138	Global North	Medium
7139	Global North	Medium
7140	Global North	Much
7141	Global North	Medium
7142	Global North	Much
7143	Global North	Medium
7144	Global North	Medium
7145	Global North	Little
7146	Global North	Medium
7147	Global North	Medium
7148	Global North	Medium
7149	Global North	Much
7150	Global North	Much
7151	Global North	Medium
7152	Global North	Much
7153	Global North	Little
7154	Global North	Much
7155	Global North	Medium
7156	Global North	Much
7157	Global North	Little
7158	Global North	Medium
7159	Global North	Medium
7160	Global North	Medium
7161	Global North	Medium
7162	Global North	Much
7163	Global North	Very little
7164	Global North	Medium
7166	Global North	Little
7167	Global North	Medium
7168	Global North	Little
7169	Global North	Medium
7170	Global North	Much
7171	Global North	Medium
7172	Global North	Medium
7173	Global North	Medium
7174	Global North	Much
7175	Global North	Medium
7176	Global North	Little
7177	Global North	Very much
7178	Global North	Medium
7179	Global North	Much
7180	Global North	Little
7181	Global North	Little
7182	Global North	Medium
7183	Global North	Little
7184	Global North	Medium
7185	Global North	Much
7186	Global North	Very much
7187	Global North	Very little
7188	Global North	Medium
7189	Global North	Medium
7190	Global North	Medium
7191	Global North	Much
7192	Global North	Medium
7193	Global North	Very much
7194	Global North	Little
7195	Global North	Medium
7196	Global North	Much
7197	Global North	Little
7198	Global North	Much
7199	Global North	Little
7200	Global North	Very little
7201	Global North	Very little
7202	Global North	Very little
7203	Global North	Little
7204	Global North	Medium
7205	Global North	Much
7206	Global North	Medium
7207	Global North	Medium
7208	Global North	Medium
7209	Global North	Little
7210	Global North	Medium
7211	Global North	Much
7213	Global North	Medium
7214	Global North	Medium
7215	Global North	Little
7216	Global North	Very much
7217	Global North	Much
7218	Global North	Much
7219	Global North	Much
7220	Global North	Much
7221	Global North	Little
7222	Global North	Much
7224	Global North	Medium
7225	Global North	Medium
7226	Global North	Medium
7227	Global North	Very much
7228	Global North	Medium
7229	Global North	Medium
7230	Global North	Much
7231	Global North	Medium
7233	Global North	Medium
7234	Global North	Medium
7235	Global North	Much
7236	Global North	Medium
7238	Global North	Medium
7239	Global North	Medium
7240	Global North	Much
7241	Global North	Much
7242	Global North	Medium
7243	Global North	Medium
7245	Global North	Much
7246	Global North	Little
7247	Global North	Much
7248	Global North	Much
7249	Global North	Medium
7250	Global North	Medium
7251	Global North	Medium
7252	Global North	Medium
7253	Global North	Much
7254	Global North	Medium
7255	Global North	Medium
7256	Global North	Medium
7257	Global North	Much
7259	Global North	Medium
7260	Global North	Much
7261	Global North	Very much
7262	Global North	Medium
7263	Global North	Medium
7264	Global North	Much
7265	Global North	Medium
7266	Global North	Medium
7267	Global North	Much
7268	Global North	Medium
7269	Global North	Much
7270	Global North	Very much
7271	Global North	Very much
7272	Global North	Much
7273	Global North	Much
7274	Global North	Much
7275	Global North	Medium
7276	Global North	Little
7277	Global North	Much
7278	Global North	Much
7279	Global North	Much
7280	Global North	Much
7281	Global North	Much
7282	Global North	Little
7283	Global North	Much
7284	Global North	Much
7285	Global North	Much
7286	Global North	Much
7287	Global North	Medium
7288	Global North	Medium
7289	Global North	Much
7290	Global North	Little
7291	Global North	Medium
7292	Global North	Very little
7293	Global North	Much
7294	Global North	Medium
7295	Global North	Very much
7296	Global North	Medium
7297	Global North	Much
7298	Global North	Much
7299	Global North	Medium
7300	Global North	Medium
7301	Global North	Much
7302	Global North	Medium
7303	Global North	Medium
7304	Global North	Much
7305	Global South	Little
7306	Global South	Much
7307	Global South	Much
7308	Global South	Medium
7309	Global South	Medium
7310	Global South	Much
7311	Global South	Very little
7312	Global South	Little
7313	Global South	Little
7314	Global South	Very little
7315	Global South	Much
7316	Global South	Much
7317	Global South	Little
7318	Global South	Little
7319	Global South	Very much
7320	Global South	Very much
7321	Global South	Much
7322	Global South	Much
7323	Global South	Much
7324	Global South	Much
7325	Global South	Much
7326	Global South	Medium
7327	Global South	Very much
7328	Global South	Much
7329	Global South	Little
7330	Global South	Much
7331	Global South	Little
7332	Global South	Much
7333	Global South	Much
7334	Global South	Much
7335	Global South	Very little
7336	Global South	Little
7337	Global South	Little
7338	Global South	Much
7339	Global South	Much
7340	Global South	Medium
7341	Global South	Medium
7342	Global South	Much
7343	Global South	Very little
7344	Global South	Little
7345	Global South	Little
7346	Global South	Very little
7347	Global South	Much
7348	Global South	Much
7349	Global South	Little
7350	Global South	Little
7351	Global South	Very much
7352	Global South	Very much
7353	Global South	Much
7354	Global South	Much
7355	Global South	Much
7356	Global South	Much
7357	Global South	Much
7358	Global South	Medium
7359	Global South	Very much
7360	Global South	Much
7361	Global South	Little
7362	Global South	Much
7363	Global South	Little
7364	Global South	Much
7365	Global South	Much
7366	Global South	Much
7367	Global South	Very little
7368	Global South	Little
7369	Global South	Very much
7370	Global South	Very much
7371	Global South	Much
7372	Global South	Little
7373	Global South	Much
7374	Global South	Very much
7375	Global South	Very little
7376	Global South	Much
7377	Global South	Medium
7378	Global South	Little
7379	Global South	Much
7380	Global South	Very much
7381	Global South	Medium
7382	Global South	Medium
7383	Global South	Much
7384	Global South	Much
7385	Global South	Little
7386	Global South	Much
7387	Global South	Very much
7388	Global South	Much
7389	Global South	Medium
7390	Global South	Very much
7391	Global South	Medium
7392	Global South	Very much
7393	Global South	Much
7394	Global South	Medium
7395	Global South	Much
7396	Global South	Very much
7397	Global South	Much
7398	Global South	Very much
7399	Global South	Very much
7400	Global South	Very little
7401	Global South	Much
7402	Global South	Much
7403	Global South	Much
7404	Global South	Much
7405	Global North	Very much
7406	Global North	Very much
7407	Global North	Medium
7408	Global North	Much
7409	Global North	Medium
7410	Global North	Very much
7411	Global North	Much
7412	Global North	Medium
7413	Global North	Much
7414	Global North	Much
7415	Global North	Medium
7416	Global North	Little
7417	Global North	Little
7418	Global North	Medium
7419	Global North	Much
7420	Global North	Much
7421	Global North	Little
7422	Global North	Very much
7423	Global North	Little
7424	Global North	Very much
7425	Global North	Very much
7426	Global North	Very much
7427	Global North	Very much
7428	Global North	Very little
7429	Global North	Much
7430	Global North	Medium
7431	Global North	Very much
7432	Global North	Much
7433	Global North	Medium
7434	Global North	Very little
7435	Global North	Medium
7436	Global North	Medium
7437	Global North	Medium
7438	Global North	Much
7439	Global North	Much
7440	Global North	Medium
7441	Global North	Medium
7442	Global North	Much
7443	Global North	Much
7444	Global North	Much
7445	Global North	Medium
7446	Global North	Very much
7447	Global North	Much
7448	Global North	Very much
7449	Global North	Medium
7450	Global North	Medium
7451	Global North	Very little
7452	Global North	Much
7453	Global North	Medium
7454	Global North	Little
7455	Global North	Medium
7456	Global North	Medium
7457	Global North	Very little
7458	Global North	Little
7459	Global North	Little
7460	Global North	Very much
7461	Global North	Very much
7462	Global North	Much
7463	Global North	Very much
7464	Global North	Little
7465	Global North	Medium
7466	Global North	Medium
7467	Global North	Much
7468	Global North	Much
7469	Global North	Medium
7470	Global North	Little
7471	Global North	Medium
7472	Global North	Medium
7473	Global North	Medium
7474	Global North	Very little
7475	Global North	Little
7476	Global North	Very much
7477	Global North	Much
7478	Global North	Medium
7479	Global North	Much
7480	Global North	Very much
7481	Global North	Medium
7482	Global North	Much
7483	Global North	Little
7484	Global North	Medium
7485	Global North	Little
7486	Global North	Much
7487	Global North	Medium
7488	Global North	Medium
7489	Global North	Very much
7490	Global North	Medium
7491	Global North	Very much
7492	Global North	Very much
7493	Global North	Much
7494	Global North	Much
7495	Global North	Medium
7496	Global North	Medium
7497	Global North	Very little
7498	Global North	Little
7499	Global North	Very much
7500	Global North	Very much
7501	Global North	Little
7502	Global North	Very much
7503	Global North	Much
7504	Global North	Very much
7505	Global North	Much
7506	Global North	Much
7507	Global North	Medium
7508	Global North	Medium
7509	Global North	Much
7510	Global North	Very much
7511	Global North	Medium
7512	Global North	Medium
7513	Global North	Very little
7514	Global North	Little
7515	Global North	Very much
7516	Global North	Very much
7517	Global North	Much
7518	Global North	Very much
7519	Global North	Medium
7520	Global North	Much
7521	Global North	Very much
7522	Global North	Medium
7523	Global North	Much
7524	Global North	Very much
7525	Global North	Medium
7526	Global South	Little
7527	Global South	Little
7528	Global South	Little
7529	Global South	Little
7530	Global South	Very little
7531	Global South	Little
7532	Global South	Little
7533	Global South	Little
7534	Global South	Medium
7535	Global South	Medium
7536	Global South	Little
7537	Global South	Little
7538	Global South	Little
7539	Global South	Little
7540	Global South	Little
7541	Global South	Medium
7542	Global South	Medium
7543	Global South	Medium
7544	Global South	Little
7545	Global South	Little
7546	Global South	Little
7547	Global South	Little
7548	Global South	Very little
7549	Global South	Little
7550	Global South	Little
7551	Global South	Medium
7552	Global South	Medium
7553	Global South	Medium
7554	Global South	Little
7555	Global South	Little
7556	Global South	Little
7557	Global South	Medium
7558	Global South	Very little
7559	Global South	Very little
7560	Global South	Little
7561	Global South	Little
7562	Global South	Medium
7563	Global South	Medium
7564	Global South	Medium
7565	Global South	Medium
7566	Global South	Little
7567	Global South	Little
7568	Global South	Medium
7569	Global South	Little
7570	Global South	Medium
7571	Global South	Medium
7572	Global South	Little
7573	Global South	Medium
7574	Global South	Little
7575	Global South	Very little
7576	Global South	Little
7577	Global South	Little
7578	Global South	Little
7579	Global South	Little
7580	Global South	Little
7581	Global South	Very little
7582	Global South	Medium
7583	Global South	Little
7584	Global South	Little
7585	Global South	Little
7586	Global South	Very little
7587	Global South	Medium
7588	Global South	Medium
7589	Global South	Little
7590	Global South	Medium
7591	Global South	Much
7592	Global South	Little
7593	Global South	Medium
7594	Global South	Little
7595	Global South	Very little
7596	Global South	Little
7597	Global South	Little
7598	Global South	Medium
7599	Global South	Much
7600	Global South	Medium
7601	Global South	Medium
7602	Global South	Little
7603	Global South	Medium
7604	Global South	Little
7605	Global South	Very little
7606	Global South	Little
7607	Global South	Medium
7608	Global South	Medium
7609	Global South	Little
7610	Global South	Very little
7611	Global South	Very little
7612	Global South	Medium
7613	Global South	Much
7614	Global South	Little
7615	Global South	Medium
7616	Global South	Little
7617	Global South	Little
7618	Global South	Little
7619	Global South	Little
7620	Global South	Little
7621	Global South	Medium
7622	Global South	Medium
7623	Global South	Medium
7624	Global South	Medium
7625	Global South	Medium
7626	Global South	Very little
7627	Global South	Medium
7628	Global South	Little
7629	Global South	Little
7630	Global South	Medium
7631	Global South	Little
7632	Global South	Little
7633	Global South	Medium
7634	Global South	Little
7635	Global South	Little
7636	Global South	Very little
7637	Global South	Very little
